accession,filed_date,acceptance_datetime,subject_cik,subject_name,ticker_raw,symbol,map_method,S,elig_ok,taint_ok,entry_dt,split,hold_label
0001193125-17-168786,2017-05-12,,1690820,CARVANA CO.  (CVNA)  (CIK 0001690820),CVNA,CVNA,ticker,343,True,True,2017-05-15,TRAIN,primary
0001193125-17-170762,2017-05-15,,1370637,ETSY INC  (ETSY)  (CIK 0001370637),ETSY,ETSY,ticker,344,True,True,2017-05-16,TRAIN,primary
0000807249-17-000081,2017-05-17,,1350593,"Mueller Water Products, Inc.  (MWA)  (CIK 0001350593)",MWA,MWA,ticker,346,True,True,2017-05-18,TRAIN,primary
0001206774-17-001639,2017-05-18,,31235,EASTMAN KODAK CO  (KODK)  (CIK 0000031235),KODK,KODK,ticker,347,True,True,2017-05-19,TRAIN,primary
0000902664-17-002449,2017-05-22,,1630805,"Babcock & Wilcox Enterprises, Inc.  (BW, BWNB, BWSN, BW-PA)  (CIK 0001630805)",,BW,cik,349,True,True,2017-05-23,TRAIN,primary
0001193125-17-178026,2017-05-22,,1517022,"Akebia Therapeutics, Inc.  (AKBA)  (CIK 0001517022)",AKBA,AKBA,ticker,349,True,True,2017-05-23,TRAIN,primary
0001104659-17-034337,2017-05-22,,1623925,Antero Midstream GP LP  (AM)  (CIK 0001623925),AM,AM,ticker,349,True,True,2017-05-23,TRAIN,primary
0001104659-17-035700,2017-05-26,,1475260,"CENOVUS ENERGY INC.  (CVE, CNVEF, CVE-WT)  (CIK 0001475260)",,CVE,cik,353,True,True,2017-05-30,TRAIN,primary
0001104659-17-035928,2017-05-30,,1681459,TechnipFMC plc  (FTI)  (CIK 0001681459),FTI,FTI,ticker,354,True,True,2017-05-31,TRAIN,primary
0001193125-17-193175,2017-06-02,,884144,ASURE SOFTWARE INC  (ASUR)  (CIK 0000884144),ASUR,ASUR,ticker,357,True,True,2017-06-05,TRAIN,primary
0001193125-17-193618,2017-06-05,,1526125,"GDS Holdings Ltd  (GDS, GDHLF)  (CIK 0001526125)",,GDS,cik,358,True,True,2017-06-06,TRAIN,primary
0000950157-17-000847,2017-06-08,,1017413,CANADIAN NATURAL RESOURCES LTD  (CNQ)  (CIK 0001017413),CNQ,CNQ,ticker,361,True,True,2017-06-09,TRAIN,primary
0001193125-17-200094,2017-06-09,,1616533,"SMART Global Holdings, Inc.  (SGH)  (CIK 0001616533)",SGH,PENG,cik,362,True,True,2017-06-12,TRAIN,primary
0001144204-17-032143,2017-06-12,,275053,NATURES SUNSHINE PRODUCTS INC  (NATR)  (CIK 0000275053),NATR,NATR,ticker,363,True,True,2017-06-13,TRAIN,primary
0001193125-17-201582,2017-06-12,,1441683,APPIAN CORP  (APPN)  (CIK 0001441683),APPN,APPN,ticker,363,True,True,2017-06-13,TRAIN,primary
0000919574-17-004921,2017-06-19,,1207179,GOLAR LNG LTD  (GLNG)  (CIK 0001207179),GLNG,GLNG,ticker,368,True,True,2017-06-20,TRAIN,primary
0000807249-17-000101,2017-06-23,,1560385,"Liberty Media Corp  (FWONA, FWONB, FWONK, LLYVA, LLYVB, LLYVK, LSXMA, LSXMB, LSXMK)  (CIK 0001560385)",,FWONA,cik,372,True,True,2017-06-26,TRAIN,primary
0001013594-17-000438,2017-06-26,,885590,"Valeant Pharmaceuticals International, Inc.  (BHC)  (CIK 0000885590)",BHC,BHC,ticker,373,True,True,2017-06-27,TRAIN,primary
0001104659-17-041802,2017-06-27,,1325670,Southern National Bancorp of Virginia Inc  (FRST)  (CIK 0001325670),FRST,FRST,ticker,374,True,True,2017-06-28,TRAIN,primary
0001628280-17-006782,2017-06-28,,12208,"BIO RAD LABORATORIES INC  (BIO, BIO-B)  (CIK 0000012208)",,BIO,cik,375,True,True,2017-06-29,TRAIN,primary
0001193125-17-218362,2017-06-29,,910406,HAIN CELESTIAL GROUP INC  (HAIN)  (CIK 0000910406),HAIN,HAIN,ticker,376,True,True,2017-06-30,TRAIN,primary
0000902664-17-002781,2017-07-03,,33213,EQT Corp  (EQT)  (CIK 0000033213),EQT,EQT,ticker,378,True,True,2017-07-05,TRAIN,primary
0000950103-17-006625,2017-07-10,,1575793,Energous Corp  (WATT)  (CIK 0001575793),WATT,WATT,ticker,382,True,True,2017-07-11,TRAIN,primary
0001193125-17-227645,2017-07-13,,1420565,AILERON THERAPEUTICS INC  (ALRN)  (CIK 0001420565),ALRN,RNTX,cik,385,True,True,2017-07-14,TRAIN,primary
0001193125-17-228620,2017-07-14,,1517022,"Akebia Therapeutics, Inc.  (AKBA)  (CIK 0001517022)",AKBA,AKBA,ticker,386,True,True,2017-07-17,TRAIN,primary
0001193125-17-229364,2017-07-17,,1702744,Simply Good Foods Co  (SMPL)  (CIK 0001702744),SMPL,SMPL,ticker,387,True,True,2017-07-18,TRAIN,primary
0001193125-17-232840,2017-07-21,,1414932,Fifth Street Finance Corp.  (OCSL)  (CIK 0001414932),OCSL,OCSL,ticker,391,True,True,2017-07-24,TRAIN,primary
0000950162-17-000034,2017-07-27,,1084869,1 800 FLOWERS COM INC  (FLWS)  (CIK 0001084869),FLWS,FLWS,ticker,395,True,True,2017-07-28,TRAIN,primary
0000807249-17-000112,2017-07-28,,318833,TEAM INC  (TISI)  (CIK 0000318833),TISI,TISI,ticker,396,True,True,2017-07-31,TRAIN,primary
0001104659-17-048088,2017-07-31,,1592386,"Virtu Financial, Inc.  (VIRT)  (CIK 0001592386)",VIRT,VIRT,ticker,397,True,True,2017-08-01,TRAIN,primary
0001193125-17-246650,2017-08-03,,1296445,"ORMAT TECHNOLOGIES, INC.  (ORA)  (CIK 0001296445)",ORA,ORA,ticker,400,True,True,2017-08-04,TRAIN,primary
0001013594-17-000620,2017-08-04,,1413447,NXP Semiconductors N.V.  (NXPI)  (CIK 0001413447),NXPI,NXPI,ticker,401,True,True,2017-08-07,TRAIN,primary
0001193125-17-249959,2017-08-07,,8670,AUTOMATIC DATA PROCESSING INC  (ADP)  (CIK 0000008670),ADP,ADP,ticker,402,True,True,2017-08-08,TRAIN,primary
0000919574-17-005770,2017-08-08,,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.  (WMS)  (CIK 0001604028)",WMS,WMS,ticker,403,True,True,2017-08-09,TRAIN,primary
0001418812-17-000060,2017-08-08,,1701605,Baker Hughes a GE Co  (BKR)  (CIK 0001701605),BKR,BKR,ticker,403,True,True,2017-08-09,TRAIN,primary
0001013594-17-000623,2017-08-09,,885590,"Valeant Pharmaceuticals International, Inc.  (BHC)  (CIK 0000885590)",BHC,BHC,ticker,404,True,True,2017-08-10,TRAIN,primary
0000898286-17-000019,2017-08-10,,1627272,Osisko Gold Royalties LTD  (OR)  (CIK 0001627272),OR,OR,ticker,405,True,True,2017-08-11,TRAIN,primary
0001193125-17-255919,2017-08-11,,927066,DAVITA INC.  (DVA)  (CIK 0000927066),DVA,DVA,ticker,406,True,True,2017-08-14,TRAIN,primary
0001418812-17-000079,2017-08-21,,1404912,"KKR & Co. L.P.  (KKR, KKRS)  (CIK 0001404912)",,KKR,cik,412,True,True,2017-08-22,TRAIN,primary
0001104659-17-053359,2017-08-24,,917851,Vale S.A.  (VALE)  (CIK 0000917851),VALE,VALE,ticker,415,True,True,2017-08-25,TRAIN,primary
0001104659-17-053651,2017-08-25,,1683606,Cars.com Inc.  (CARS)  (CIK 0001683606),CARS,CARS,ticker,416,True,True,2017-08-28,TRAIN,primary
0001104659-17-053668,2017-08-25,,1295401,"Bancorp, Inc.  (TBBK)  (CIK 0001295401)",TBBK,TBBK,ticker,416,True,True,2017-08-28,TRAIN,primary
0001104659-17-054024,2017-08-28,,1699039,"Ranger Energy Services, Inc.  (RNGR)  (CIK 0001699039)",RNGR,RNGR,ticker,417,True,True,2017-08-29,TRAIN,primary
0001193125-17-280698,2017-09-08,,1638833,"Surgery Partners, Inc.  (SGRY)  (CIK 0001638833)",SGRY,SGRY,ticker,425,True,True,2017-09-11,TRAIN,primary
0001144204-17-048126,2017-09-15,,949157,CENTURY ALUMINUM CO  (CENX)  (CIK 0000949157),CENX,CENX,ticker,430,True,True,2017-09-18,TRAIN,primary
0001355187-17-000003,2017-09-26,,1207179,GOLAR LNG LTD  (GLNG)  (CIK 0001207179),GLNG,GLNG,ticker,437,True,True,2017-09-27,TRAIN,primary
0001193125-17-301350,2017-10-03,,1615165,"Veritone, Inc.  (VERI)  (CIK 0001615165)",VERI,VERI,ticker,442,True,True,2017-10-04,TRAIN,primary
0001144204-17-052025,2017-10-11,,1709626,NuCana plc  (NCNA)  (CIK 0001709626),NCNA,NCNA,ticker,448,True,True,2017-10-12,TRAIN,primary
0001193125-17-308852,2017-10-12,,1406587,Forestar Group Inc.  (FOR)  (CIK 0001406587),FOR,FOR,ticker,449,True,True,2017-10-13,TRAIN,primary
0000947871-17-000819,2017-10-20,,1649904,"RHYTHM PHARMACEUTICALS, INC.  (RYTM)  (CIK 0001649904)",RYTM,RYTM,ticker,455,True,True,2017-10-23,TRAIN,primary
0001144204-17-053591,2017-10-23,,1108134,BERKSHIRE HILLS BANCORP INC  (BHLB)  (CIK 0001108134),BHLB,BBT,cik,456,True,True,2017-10-24,TRAIN,primary
0001104659-17-063585,2017-10-24,,1179929,MOLINA HEALTHCARE INC  (MOH)  (CIK 0001179929),MOH,MOH,ticker,457,True,True,2017-10-25,TRAIN,primary
0001193125-17-321339,2017-10-26,,1604665,Westlake Chemical Partners LP  (WLKP)  (CIK 0001604665),WLKP,WLKP,ticker,459,True,True,2017-10-27,TRAIN,primary
0001193125-17-321262,2017-10-26,,1538849,CrossAmerica Partners LP  (CAPL)  (CIK 0001538849),CAPL,CAPL,ticker,459,True,True,2017-10-27,TRAIN,primary
0001193125-17-321276,2017-10-26,,1504461,"NGL Energy Partners LP  (NGL, NGL-PB, NGL-PC)  (CIK 0001504461)",,NGL,cik,459,True,True,2017-10-27,TRAIN,primary
0001144204-17-055198,2017-10-31,,1013131,BUENAVENTURA MINING CO INC  (BVN)  (CIK 0001013131),BVN,BVN,ticker,462,True,True,2017-11-01,TRAIN,primary
0001553023-17-000146,2017-11-02,,1526125,"GDS Holdings Ltd  (GDS, GDHLF)  (CIK 0001526125)",,GDS,cik,464,True,True,2017-11-03,TRAIN,primary
0001193125-17-336661,2017-11-08,,18926,"CENTURYLINK, INC  (LUMN)  (CIK 0000018926)",LUMN,LUMN,ticker,468,True,True,2017-11-09,TRAIN,primary
0001193125-17-337409,2017-11-08,,920760,"LENNAR CORP /NEW/  (LEN, LEN-B)  (CIK 0000920760)",,LEN,cik,468,True,True,2017-11-09,TRAIN,primary
0001193125-17-341001,2017-11-13,,1693256,"Select Energy Services, Inc.  (WTTR)  (CIK 0001693256)",WTTR,WTTR,ticker,471,True,True,2017-11-14,TRAIN,primary
0001104659-17-068449,2017-11-14,,1533924,"Midstates Petroleum Company, Inc.  (AMPY)  (CIK 0001533924)",AMPY,AMPY,ticker,472,True,True,2017-11-15,TRAIN,primary
0000902664-17-004368,2017-11-16,,893949,"MEDNAX, INC.  (MD)  (CIK 0000893949)",MD,MD,ticker,474,True,True,2017-11-17,TRAIN,primary
0000903423-17-000691,2017-11-16,,1701108,"Spero Therapeutics, Inc.  (SPRO)  (CIK 0001701108)",SPRO,SPRO,ticker,474,True,True,2017-11-17,TRAIN,primary
0000897069-17-000559,2017-11-20,,1518715,"HomeStreet, Inc.  (HMST)  (CIK 0001518715)",HMST,MCHB,cik,476,True,True,2017-11-21,TRAIN,primary
0000902664-17-004402,2017-11-20,,1476034,Metropolitan Bank Holding Corp.  (MCB)  (CIK 0001476034),MCB,MCB,ticker,476,True,True,2017-11-21,TRAIN,primary
0000902664-17-004403,2017-11-20,,1546417,"Bloomin' Brands, Inc.  (BLMN)  (CIK 0001546417)",BLMN,BLMN,ticker,476,True,True,2017-11-21,TRAIN,primary
0000902664-17-004405,2017-11-20,,1349436,SANDRIDGE ENERGY INC  (SD)  (CIK 0001349436),SD,SD,ticker,476,True,True,2017-11-21,TRAIN,primary
0001193125-17-352493,2017-11-27,,1628908,"Evolent Health, Inc.  (EVH)  (CIK 0001628908)",EVH,EVH,ticker,480,True,True,2017-11-28,TRAIN,primary
0001072613-17-000603,2017-11-29,,1501697,"Arsanis, Inc.  (XFOR, XFOWW)  (CIK 0001501697)",,XFOR,cik,482,True,True,2017-11-30,TRAIN,primary
0001193125-17-363943,2017-12-07,,868780,"Dorman Products, Inc.  (DORM)  (CIK 0000868780)",DORM,DORM,ticker,488,True,True,2017-12-08,TRAIN,primary
0001104659-17-072713,2017-12-11,,1647088,WillScot Corp  (WSC)  (CIK 0001647088),WSC,WSC,ticker,490,True,True,2017-12-12,TRAIN,primary
0000902664-17-004554,2017-12-13,,97134,TENNANT CO  (TNC)  (CIK 0000097134),TNC,TNC,ticker,492,True,True,2017-12-14,TRAIN,primary
0000902664-17-004590,2017-12-15,,1086222,AKAMAI TECHNOLOGIES INC  (AKAM)  (CIK 0001086222),AKAM,AKAM,ticker,494,True,True,2017-12-18,TRAIN,primary
0000899140-17-000705,2017-12-15,,1519401,Regional Management Corp.  (RM)  (CIK 0001519401),RM,RM,ticker,494,True,True,2017-12-18,TRAIN,primary
0001144204-17-064155,2017-12-18,,1690820,CARVANA CO.  (CVNA)  (CIK 0001690820),CVNA,CVNA,ticker,495,True,True,2017-12-19,TRAIN,primary
0000921895-17-002879,2017-12-18,,1683606,Cars.com Inc.  (CARS)  (CIK 0001683606),CARS,CARS,ticker,495,True,True,2017-12-19,TRAIN,primary
0000807249-17-000231,2017-12-26,,716634,"READING INTERNATIONAL INC  (RDI, RDIB)  (CIK 0000716634)",,RDI,cik,500,True,True,2017-12-27,TRAIN,primary
0000807249-18-000003,2018-01-02,,1598428,TimkenSteel Corp  (MTUS)  (CIK 0001598428),MTUS,MTUS,ticker,504,True,True,2018-01-03,TRAIN,primary
0001104659-18-000218,2018-01-02,,932470,"TELECOM ARGENTINA SA  (TEO, TCMFF)  (CIK 0000932470)",,TEO,cik,504,True,True,2018-01-03,TRAIN,primary
0000950142-18-000020,2018-01-08,,1529192,Vipshop Holdings Ltd  (VIPS)  (CIK 0001529192),VIPS,VIPS,ticker,508,True,True,2018-01-09,TRAIN,primary
0001193125-18-010048,2018-01-12,,1651717,Nomad Foods Ltd  (NOMD)  (CIK 0001651717),NOMD,NOMD,ticker,512,True,True,2018-01-16,TRAIN,primary
0001193125-18-011187,2018-01-16,,1281895,"ROCKET PHARMACEUTICALS, INC.  (RCKT, RCKTW)  (CIK 0001281895)",,RCKT,cik,513,True,True,2018-01-17,TRAIN,primary
0001193125-18-011334,2018-01-16,,90896,SKYLINE CORP  (SKY)  (CIK 0000090896),SKY,SKY,ticker,513,True,True,2018-01-17,TRAIN,primary
0000921895-18-000160,2018-01-16,,18498,GENESCO INC  (GCO)  (CIK 0000018498),GCO,GCO,ticker,513,True,True,2018-01-17,TRAIN,primary
0000903423-18-000028,2018-01-18,,1285785,MOSAIC CO  (MOS)  (CIK 0001285785),MOS,MOS,ticker,515,True,True,2018-01-19,TRAIN,primary
0001615774-18-000515,2018-01-23,,1615063,"Inspired Entertainment, Inc.  (INSE)  (CIK 0001615063)",INSE,INSE,ticker,518,True,True,2018-01-24,TRAIN,primary
0000752642-18-000001,2018-01-23,,752642,"UMH PROPERTIES, INC.  (UMH, UMH-PD)  (CIK 0000752642)",,UMH,cik,518,True,True,2018-01-24,TRAIN,primary
0001193125-18-021830,2018-01-26,,1694028,Liberty Oilfield Services Inc.  (LBRT)  (CIK 0001694028),LBRT,LBRT,ticker,521,True,True,2018-01-29,TRAIN,primary
0000929638-18-000078,2018-01-26,,1377630,"National CineMedia, Inc.  (NCMI)  (CIK 0001377630)",NCMI,NCMI,ticker,521,True,True,2018-01-29,TRAIN,primary
0000921895-18-000290,2018-01-29,,1580808,"A10 Networks, Inc.  (ATEN)  (CIK 0001580808)",ATEN,ATEN,ticker,522,True,True,2018-01-30,TRAIN,primary
0000945621-18-000050,2018-01-29,,1433270,ANTERO RESOURCES Corp  (AR)  (CIK 0001433270),AR,AR,ticker,522,True,True,2018-01-30,TRAIN,primary
0000921895-18-000420,2018-02-05,,855658,LATTICE SEMICONDUCTOR CORP  (LSCC)  (CIK 0000855658),LSCC,LSCC,ticker,527,True,True,2018-02-06,TRAIN,primary
0000921895-18-000419,2018-02-05,,1630805,"Babcock & Wilcox Enterprises, Inc.  (BW, BWNB, BWSN, BW-PA)  (CIK 0001630805)",,BW,cik,527,True,True,2018-02-06,TRAIN,primary
0001104659-18-006546,2018-02-05,,1451505,Transocean Ltd.  (RIG)  (CIK 0001451505),RIG,RIG,ticker,527,True,True,2018-02-06,TRAIN,primary
0001072613-18-000093,2018-02-08,,1566044,Menlo Therapeutics Inc.  (VYNE)  (CIK 0001566044),VYNE,YARW,cik,530,True,True,2018-02-09,TRAIN,primary
0001193125-18-035562,2018-02-08,,1707502,Solid Biosciences Inc.  (SLDB)  (CIK 0001707502),SLDB,SLDB,ticker,530,True,True,2018-02-09,TRAIN,primary
0001048703-18-000008,2018-02-09,,1495222,"Oxford Lane Capital Corp.  (OXLC, OXLCI, OXLCL, OXLCN, OXLCO, OXLCP, OXLCZ)  (CIK 0001495222)",,OXLC,cik,531,True,True,2018-02-12,TRAIN,primary
0001193125-18-038183,2018-02-09,,1720580,"resTORbio, Inc.  (ACET)  (CIK 0001720580)",ACET,ACET,ticker,531,True,True,2018-02-12,TRAIN,primary
0001193125-18-040205,2018-02-12,,1643953,"Purple Innovation, Inc.  (PRPL)  (CIK 0001643953)",PRPL,PRPL,ticker,532,True,True,2018-02-13,TRAIN,primary
0001587987-18-000005,2018-02-12,,1587987,"Newtek Business Services Corp.  (NEWT, NEWTG, NEWTI, NEWTZ)  (CIK 0001587987)",,NEWT,cik,532,True,True,2018-02-13,TRAIN,primary
0001193125-18-045222,2018-02-14,,1709164,Hamilton Beach Brands Holding Co  (HBB)  (CIK 0001709164),HBB,HBB,ticker,534,True,True,2018-02-15,TRAIN,primary
0001193125-18-045981,2018-02-14,,1679268,"MAMMOTH ENERGY SERVICES, INC.  (TUSK)  (CIK 0001679268)",TUSK,TUSK,ticker,534,True,True,2018-02-15,TRAIN,primary
0001144204-18-009020,2018-02-14,,1479419,"Kala Pharmaceuticals, Inc.  (KALA)  (CIK 0001479419)",KALA,KALA,ticker,534,True,True,2018-02-15,TRAIN,primary
0001193125-18-045680,2018-02-14,,1528849,RH  (RH)  (CIK 0001528849),RH,RH,ticker,534,True,True,2018-02-15,TRAIN,primary
0000902664-18-001191,2018-02-15,,807882,JACK IN THE BOX INC /NEW/  (JACK)  (CIK 0000807882),JACK,JACK,ticker,535,True,True,2018-02-16,TRAIN,primary
0000930413-18-000522,2018-02-16,,882796,BIOCRYST PHARMACEUTICALS INC  (BCRX)  (CIK 0000882796),BCRX,BCRX,ticker,536,True,True,2018-02-20,TRAIN,primary
0001144204-18-009650,2018-02-20,,1682639,"EYENOVIA, INC.  (EYEN)  (CIK 0001682639)",EYEN,HYPD,cik,537,True,True,2018-02-21,TRAIN,primary
0000807985-18-000011,2018-02-20,,6955,ACTUANT CORP  (EPAC)  (CIK 0000006955),EPAC,EPAC,ticker,537,True,True,2018-02-21,TRAIN,primary
0001144204-18-009991,2018-02-21,,1709626,NuCana plc  (NCNA)  (CIK 0001709626),NCNA,NCNA,ticker,538,True,True,2018-02-22,TRAIN,primary
0001104659-18-011407,2018-02-22,,1570827,"Victory Capital Holdings, Inc.  (VCTR)  (CIK 0001570827)",VCTR,VCTR,ticker,539,True,True,2018-02-23,TRAIN,primary
0001193125-18-056090,2018-02-23,,1636519,Madison Square Garden Co  (MSGS)  (CIK 0001636519),MSGS,MSGS,ticker,540,True,True,2018-02-26,TRAIN,primary
0000902664-18-001420,2018-03-01,,1034670,"AUTOLIV INC  (ALV, ALIV)  (CIK 0001034670)",,ALV,cik,544,True,True,2018-03-02,TRAIN,primary
0001013594-18-000202,2018-03-05,,1058811,IMMERSION CORP  (IMMR)  (CIK 0001058811),IMMR,IMMR,ticker,546,True,True,2018-03-06,TRAIN,primary
0001140361-18-012920,2018-03-12,,1466026,"Midland States Bancorp, Inc.  (MSBI, MSBIP)  (CIK 0001466026)",,MSBI,cik,551,True,True,2018-03-13,TRAIN,primary
0000891836-18-000027,2018-03-13,,60086,LOEWS CORP  (L)  (CIK 0000060086),L,L,ticker,552,True,True,2018-03-14,TRAIN,primary
0001193125-18-082734,2018-03-15,,1144980,ASBURY AUTOMOTIVE GROUP INC  (ABG)  (CIK 0001144980),ABG,ABG,ticker,554,True,True,2018-03-16,TRAIN,primary
0001104659-18-017985,2018-03-16,,1434621,"LendingTree, Inc.  (TREE)  (CIK 0001434621)",TREE,TREE,ticker,555,True,True,2018-03-19,TRAIN,primary
0000928464-18-000018,2018-03-16,,814453,NEWELL BRANDS INC  (NWL)  (CIK 0000814453),NWL,NWL,ticker,555,True,True,2018-03-19,TRAIN,primary
0001193125-18-087748,2018-03-19,,1690680,"NEWMARK GROUP, INC.  (NMRK)  (CIK 0001690680)",NMRK,NMRK,ticker,556,True,True,2018-03-20,TRAIN,primary
0000902664-18-001686,2018-03-19,,1537054,Gogo Inc.  (GOGO)  (CIK 0001537054),GOGO,GOGO,ticker,556,True,True,2018-03-20,TRAIN,primary
0000807249-18-000053,2018-03-20,,43920,"GREIF INC  (GEF, GEF-B)  (CIK 0000043920)",,GEF,cik,557,True,True,2018-03-21,TRAIN,primary
0001193125-18-089085,2018-03-20,,1538849,CrossAmerica Partners LP  (CAPL)  (CIK 0001538849),CAPL,CAPL,ticker,557,True,True,2018-03-21,TRAIN,primary
0001144204-18-016167,2018-03-21,,1626971,"Corvus Pharmaceuticals, Inc.  (CRVS)  (CIK 0001626971)",CRVS,CRVS,ticker,558,True,True,2018-03-22,TRAIN,primary
0000902664-18-001781,2018-03-26,,727273,"CADIZ INC  (CDZI, CDZIP)  (CIK 0000727273)",,CDZI,cik,561,True,True,2018-03-27,TRAIN,primary
0000902664-18-001821,2018-04-02,,1169561,COMMVAULT SYSTEMS INC  (CVLT)  (CIK 0001169561),CVLT,CVLT,ticker,565,True,True,2018-04-03,TRAIN,primary
0001387131-18-001370,2018-04-02,,844059,"FRP HOLDINGS, INC.  (FRPH)  (CIK 0000844059)",FRPH,FRPH,ticker,565,True,True,2018-04-03,TRAIN,primary
0001193805-18-000486,2018-04-02,,1289945,"Spok Holdings, Inc  (SPOK)  (CIK 0001289945)",SPOK,SPOK,ticker,565,True,True,2018-04-03,TRAIN,primary
0001418812-18-000031,2018-04-06,,1032033,"SLM CORP  (SLM, SLMBP)  (CIK 0001032033)",,SLM,cik,569,True,True,2018-04-09,TRAIN,primary
0001193125-18-111182,2018-04-09,,1274494,"FIRST SOLAR, INC.  (FSLR)  (CIK 0001274494)",FSLR,FSLR,ticker,570,True,True,2018-04-10,TRAIN,primary
0001104659-18-023046,2018-04-09,,94344,STEWART INFORMATION SERVICES CORP  (STC)  (CIK 0000094344),STC,STC,ticker,570,True,True,2018-04-10,TRAIN,primary
0001193125-18-114418,2018-04-11,,1522727,"USA Compression Partners, LP  (USAC)  (CIK 0001522727)",USAC,USAC,ticker,572,True,True,2018-04-12,TRAIN,primary
0001193125-18-114286,2018-04-11,,1282637,NEWMARKET CORP  (NEU)  (CIK 0001282637),NEU,NEU,ticker,572,True,True,2018-04-12,TRAIN,primary
0001193125-18-113170,2018-04-11,,1609809,"Seres Therapeutics, Inc.  (MCRB)  (CIK 0001609809)",MCRB,MCRB,ticker,572,True,True,2018-04-12,TRAIN,primary
0001213900-18-004314,2018-04-12,,1713863,"Rafael Holdings, Inc.  (RFL)  (CIK 0001713863)",RFL,RFL,ticker,573,True,True,2018-04-13,TRAIN,primary
0001013594-18-000310,2018-04-16,,1705110,ANGI Homeservices Inc.  (ANGI)  (CIK 0001705110),ANGI,ANGI,ticker,575,True,True,2018-04-17,TRAIN,primary
0000921895-18-001360,2018-04-17,,6845,"APOGEE ENTERPRISES, INC.  (APOG)  (CIK 0000006845)",APOG,APOG,ticker,576,True,True,2018-04-18,TRAIN,primary
0001355187-18-000004,2018-04-27,,1207179,GOLAR LNG LTD  (GLNG)  (CIK 0001207179),GLNG,GLNG,ticker,584,True,True,2018-04-30,TRAIN,primary
0000905718-18-000409,2018-04-30,,812074,OWENS ILLINOIS INC /DE/  (OI)  (CIK 0000812074),OI,OI,ticker,585,True,True,2018-05-01,TRAIN,primary
0000902664-18-002075,2018-05-02,,315852,RANGE RESOURCES CORP  (RRC)  (CIK 0000315852),RRC,RRC,ticker,587,True,True,2018-05-03,TRAIN,primary
0001193125-18-156080,2018-05-08,,1493761,Turtle Beach Corp  (HEAR)  (CIK 0001493761),HEAR,TBCH,cik,591,True,True,2018-05-09,TRAIN,primary
0001193125-18-159307,2018-05-10,,1726978,"Goosehead Insurance, Inc.  (GSHD)  (CIK 0001726978)",GSHD,GSHD,ticker,593,True,True,2018-05-11,TRAIN,primary
0001387322-18-000010,2018-05-10,,1441816,"MongoDB, Inc.  (MDB)  (CIK 0001441816)",MDB,MDB,ticker,593,True,True,2018-05-11,TRAIN,primary
0001193125-18-162665,2018-05-14,,1723128,"Amneal Pharmaceuticals, Inc.  (AMRX)  (CIK 0001723128)",AMRX,AMRX,ticker,595,True,True,2018-05-15,TRAIN,primary
0001418812-18-000047,2018-05-14,,100726,UNIFI INC  (UFI)  (CIK 0000100726),UFI,UFI,ticker,595,True,True,2018-05-15,TRAIN,primary
0001144204-18-029867,2018-05-18,,1604174,"Eagle Point Credit Co Inc.  (ECC, ECCC, ECCF, ECCV, ECCW, ECCX, ECC-PD)  (CIK 0001604174)",,ECC,cik,599,True,True,2018-05-21,TRAIN,primary
0001493152-18-007461,2018-05-18,,1429764,Blink Charging Co.  (BLNK)  (CIK 0001429764),BLNK,BLNK,ticker,599,True,True,2018-05-21,TRAIN,primary
0001193125-18-176915,2018-05-29,,1705843,"Calyxt, Inc.  (CBUS)  (CIK 0001705843)",CBUS,CBUS,ticker,605,True,True,2018-05-30,TRAIN,primary
0000950103-18-006765,2018-05-30,,943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP  (WAB)  (CIK 0000943452),WAB,WAB,ticker,606,True,True,2018-05-31,TRAIN,primary
0000903423-18-000331,2018-06-08,,1267238,"ASSURANT INC  (AIZ, AIZN)  (CIK 0001267238)",,AIZ,cik,613,True,True,2018-06-11,TRAIN,primary
0001013594-18-000382,2018-06-11,,1413447,NXP Semiconductors N.V.  (NXPI)  (CIK 0001413447),NXPI,NXPI,ticker,614,True,True,2018-06-12,TRAIN,primary
0000950142-18-001363,2018-06-11,,1656472,Cronos Group Inc.  (CRON)  (CIK 0001656472),CRON,CRON,ticker,614,True,True,2018-06-12,TRAIN,primary
0000893750-18-000022,2018-06-11,,90896,Skyline Champion Corp  (SKY)  (CIK 0000090896),SKY,SKY,ticker,614,True,True,2018-06-12,TRAIN,primary
0001104659-18-039393,2018-06-11,,1086600,ALLIANCE RESOURCE PARTNERS LP  (ARLP)  (CIK 0001086600),ARLP,ARLP,ticker,614,True,True,2018-06-12,TRAIN,primary
0000807249-18-000114,2018-06-12,,1164863,"ENPRO INDUSTRIES, INC  (NPO)  (CIK 0001164863)",NPO,NPO,ticker,615,True,True,2018-06-13,TRAIN,primary
0001085146-18-001604,2018-06-27,,1114995,IMPINJ INC  (PI)  (CIK 0001114995),PI,PI,ticker,626,True,True,2018-06-28,TRAIN,primary
